MovieID,UserID,Rating,Hybrid
89,319,3,3
89,343,2,3
89,352,3,3
89,692,4,3
89,721,4,4
89,877,3,3
89,915,3,3
94,26,3,3
94,303,5,4
94,319,4,4
94,474,4,4
94,549,5,4
94,752,4,3
94,869,5,4
95,2,2,3
95,18,1,2
95,26,4,3
95,58,2,3
95,90,3,3
95,192,3,2
95,198,4,3
95,204,3,3
95,308,3,3
95,329,3,3
95,401,3,3
95,403,4,4
95,474,4,2
95,509,3,3
95,549,3,3
95,550,3,3
95,560,4,4
95,575,4,3
95,604,4,3
95,615,3,3
95,646,4,3
95,651,2,2
95,654,3,3
95,692,2,3
95,693,2,3
95,699,3,3
95,710,3,3
95,757,3,3
95,781,2,3
95,854,1,2
95,922,2,3
95,949,3,3
95,984,3,3
95,999,2,3
100,62,3,3
100,319,3,3
100,531,3,2
100,549,4,5
100,692,4,4
100,752,2,3
101,151,3,4
101,308,5,4
101,386,4,4
101,442,4,4
101,466,4,4
101,524,5,4
101,585,4,4
101,855,4,4
101,977,5,4
101,990,3,3
104,48,3,3
104,92,3,4
104,166,3,4
104,192,3,4
104,202,4,4
104,223,3,3
104,237,1,3
104,264,1,1
104,331,1,3
104,342,4,4
104,395,5,4
104,396,3,3
104,425,4,4
104,466,4,4
104,473,2,4
104,474,4,4
104,549,3,3
104,587,3,3
104,588,1,1
104,651,3,3
104,744,5,4
104,752,3,2
104,757,4,4
104,854,1,1
104,881,5,3
104,889,2,2
104,949,2,4
104,964,2,4
105,62,4,3
105,151,3,3
105,216,3,3
105,481,4,4
105,499,3,3
105,570,2,3
105,721,4,3
105,881,1,1
105,887,3,3
105,889,4,3
107,75,4,4
107,148,4,3
107,264,2,3
107,308,3,3
107,324,2,3
107,509,4,3
107,770,3,3
107,934,2,1
110,13,4,4
110,17,4,5
110,29,5,4
110,33,2,4
110,58,4,5
110,59,2,2
110,66,5,5
110,84,5,5
110,87,5,5
110,92,5,4
110,99,4,4
110,100,3,4
110,117,5,4
110,143,5,4
110,148,5,5
110,151,5,4
110,163,5,4
110,182,5,5
110,192,5,4
110,194,3,4
110,203,3,3
110,213,5,4
110,225,3,4
110,239,5,5
110,245,4,4
110,248,5,5
110,261,4,5
110,264,3,4
110,269,3,4
110,272,5,5
110,273,5,4
110,279,4,4
110,281,4,4
110,288,5,5
110,290,5,4
110,297,5,4
110,300,5,5
110,301,5,5
110,328,5,4
110,339,4,4
110,349,5,5
110,351,5,4
110,373,4,4
110,377,3,4
110,386,2,4
110,392,5,5
110,406,4,4
110,411,4,4
110,412,4,5
110,424,4,4
110,426,4,5
110,427,5,5
110,439,5,4
110,449,5,5
110,456,4,4
110,461,4,4
110,480,4,4
110,497,4,4
110,524,5,5
110,529,5,5
110,531,3,4
110,534,5,5
110,543,5,5
110,546,3,4
110,549,3,5
110,558,5,4
110,560,5,5
110,568,5,5
110,570,4,4
110,586,5,5
110,596,3,4
110,598,4,4
110,603,4,4
110,609,4,5
110,612,3,4
110,617,5,4
110,618,4,4
110,623,4,5
110,630,4,4
110,636,4,5
110,637,5,4
110,644,1,4
110,650,5,5
110,661,5,5
110,663,5,5
110,674,5,5
110,682,5,5
110,683,5,5
110,688,3,4
110,696,3,4
110,699,5,4
110,702,5,4
110,706,4,4
110,710,3,5
110,713,5,5
110,718,5,5
110,721,4,4
110,722,5,4
110,729,4,5
110,736,5,5
110,740,4,4
110,744,4,4
110,746,5,4
110,751,4,4
110,755,5,4
110,764,5,5
110,774,4,4
110,780,4,5
110,785,5,4
110,798,5,4
110,808,5,5
110,817,5,5
110,845,5,5
110,851,4,4
110,865,3,4
110,883,4,4
110,899,5,4
110,904,3,4
110,909,3,4
110,911,5,4
110,915,5,4
110,919,4,4
110,933,5,4
110,935,4,5
110,946,4,5
110,949,4,5
110,953,4,5
110,955,4,4
110,956,5,5
110,963,5,4
110,970,5,5
110,974,3,5
110,977,5,4
110,980,3,4
110,985,4,5
111,12,5,4
111,23,3,4
111,58,4,5
111,91,3,5
111,107,3,4
111,127,3,4
111,146,5,4
111,166,4,4
111,173,4,5
111,175,4,4
111,195,5,5
111,205,4,5
111,259,5,5
111,301,5,5
111,352,4,5
111,374,3,5
111,387,2,4
111,390,5,4
111,393,4,4
111,402,4,4
111,415,4,5
111,439,2,4
111,451,5,5
111,452,5,5
111,492,4,5
111,550,5,4
111,558,3,4
111,566,3,4
111,588,5,4
111,629,3,3
111,633,5,4
111,655,4,4
111,664,4,5
111,679,4,4
111,687,3,4
111,727,3,4
111,752,4,3
111,774,3,4
111,808,4,4
111,811,3,3
111,827,5,5
111,843,4,4
111,864,5,5
111,895,5,5
111,928,5,5
111,929,4,4
111,935,4,4
111,960,5,5
111,981,4,4
111,984,4,4
111,985,4,5
112,52,1,4
112,127,3,4
112,147,3,3
112,225,2,3
112,261,4,4
112,272,2,3
112,424,4,4
112,462,3,4
112,524,4,3
112,550,5,4
112,620,3,3
112,698,2,3
112,699,1,3
112,710,4,3
112,716,4,4
112,783,3,4
112,796,1,1
112,817,4,4
112,839,4,4
112,869,3,3
112,990,5,4
122,26,2,2
122,62,3,3
122,245,1,2
122,401,3,2
122,528,3,3
122,543,4,4
122,570,3,3
122,658,3,2
122,759,2,1
122,869,3,2
122,889,2,1
122,988,1,1
125,23,3,3
125,225,4,4
125,303,2,4
125,329,1,2
125,493,4,4
125,524,4,4
125,678,3,4
125,752,4,5
125,832,4,4
125,839,4,4
125,887,3,3
125,889,3,3
125,912,4,4
125,927,3,3
125,963,4,3
126,563,1,1
126,720,1,1
126,744,3,1
135,242,2,3
135,392,3,3
135,660,3,2
140,45,4,3
140,151,3,3
140,199,3,3
140,673,1,1
140,689,3,2
140,699,3,2
140,889,1,1
140,899,4,3
141,90,3,4
141,119,4,4
141,132,4,3
141,214,3,3
141,264,1,3
141,272,2,4
141,331,3,3
141,396,4,3
141,438,3,3
141,543,5,4
141,566,3,3
141,577,5,4
141,658,4,3
141,692,5,4
141,702,3,3
141,710,4,3
141,714,5,4
141,718,4,4
141,721,3,3
141,726,4,4
141,735,3,3
141,757,4,3
141,777,3,2
141,791,5,4
141,839,4,4
141,949,4,3
141,963,3,3
141,987,4,4
144,36,4,3
144,111,3,4
144,150,4,4
144,192,3,3
