"","MovieID","UserID","Rating","Simpl_Hybrid_LM","Compl_Hybrid_LM","X"
"63",1,601,3,3.48299402644782,3.5070023263759,90504
"64",1,605,5,3.75334436678014,3.85226774733994,91382
"65",1,606,5,3.51468652502298,3.59597661638796,91496
"66",1,610,5,3.89735546795982,3.85461519180097,91781
"67",1,611,4,4.33570688376747,4.38355401406571,91907
"68",1,620,4,3.83370227901418,3.82726910150313,92482
"69",1,626,5,4.03606790608827,4.09302347349939,93540
"70",1,629,4,3.96331632957759,3.99365030642142,93702
"71",1,631,4,4.53411841951941,4.59391155252761,94055
"72",1,635,5,4.05812306055481,4.16934899978976,94511
"73",1,645,5,4.69456854671603,4.64141221850279,96007
"74",1,669,5,4.23041529703562,4.26456509746313,100001
"75",1,676,5,3.59127818764542,3.59111598981121,101216
"76",1,678,5,4.37970954493735,4.33308523373481,101826
"77",1,690,5,4.6384131521093,4.62686780048299,103753
"78",1,698,3,3.72456993426341,3.83987227548184,105501
"79",1,710,5,4.05372959975367,3.98572405936425,107579
"80",1,716,5,4.1845706251698,4.26784038896826,109641
"81",1,718,5,4.05064178490151,4.08817098589865,110066
"82",1,719,4,3.48037239793039,3.4936465571482,110230
"83",1,721,3,4.04757259790235,4.11050633319216,110502
"84",1,726,5,4.08136015935947,4.10048831571898,111475
"85",1,735,4,3.95466773198761,3.92707117417056,113151
"86",1,736,3,4.4122376186346,4.45475327126228,113535
"87",1,737,3,3.75555623681365,3.86610928473185,113654
"88",1,739,5,4.5172278741026,4.59045176422375,113903
"89",1,753,5,3.98172638367641,4.00895027261178,116763
"90",1,757,3,3.96834248968198,3.97509362749793,117300
"91",1,765,5,4.26432740660677,4.2578657106899,118187
"92",1,770,4,3.8308543914168,3.80239238838056,118931
"93",1,780,4,4.25140395534132,4.21995183449084,120922
"94",1,798,3,3.91880414827498,3.9807221662909,123754
"95",1,802,5,4.60329694860268,4.58417409085539,124671
"96",1,822,5,4.42019697833921,4.47367101590253,127180
"97",1,832,3,4.09812021048623,4.04784556886103,128473
"98",1,849,4,3.52051726719022,3.4860893963826,130782
"99",1,855,4,3.97750656894086,3.99421362214185,132192
"100",1,865,4,3.87370634105576,3.84591545177645,133710
"101",1,881,3,3.67880164508108,3.69828255336484,136187
"102",1,889,4,3.37795925406348,3.39840633113863,137597
"103",1,890,5,4.86588182817223,4.89925698291144,139084
"104",1,894,5,4.53133129655703,4.61190211219896,139676
"105",1,895,3,4.47233359438189,4.5299644902645,139747
"106",1,899,4,4.02000972449512,4.05022941431303,140103
"107",1,925,4,3.28439822807329,3.28120731204332,143414
"108",1,929,5,4.13979337759731,4.10895400852106,144001
"109",1,931,4,4.06136311147162,4.13783380402937,144445
"110",1,936,4,3.96599626664814,3.97553323720057,145568
"111",1,938,5,3.24548562152366,3.36657703384208,146001
"112",1,948,3,3.73279749064443,3.85559299252047,146741
"113",1,954,4,3.51964325272673,3.61233898139391,148032
"114",1,955,4,3.7986052082947,3.95235068198422,148164
"115",1,956,4,4.34925447906465,4.3593256605499,148497
"116",1,967,4,4.27198731243025,4.29158266904649,150162
"117",1,979,4,4.25741282167785,4.38127033127004,152163
"118",1,985,4,4.42281317267836,4.4566930437373,153428
"119",1,1000,5,4.17840286480311,4.26712317259669,155099
"120",2,27,1,3.29019430138655,3.23226033559251,3779
"121",2,40,5,2.8320624359243,2.93527065926113,5587
"122",2,44,4,3.55734379404909,3.67927406448953,5975
"123",2,60,5,3.51382402793729,3.63994966389054,8913
"124",2,62,4,2.69582883824371,2.77424714197838,9031
"125",2,92,2,3.15404885370381,3.16429543556053,11787
"126",2,127,3,3.30316071746876,3.46220386651481,16035
"127",2,148,5,3.24393516211571,3.3120884790111,19116
"128",2,149,3,3.40979140840779,3.39601694916627,19740
"129",2,195,3,3.58440092001551,3.48940356131499,27778
"130",2,204,4,3.37618724169001,3.33762532987565,30317
"131",2,264,3,2.80820987445349,2.72912160116506,38682
"132",2,271,4,3.31609294521102,3.32467619736088,39852
"133",2,284,3,3.10735738123465,3.05495797457666,41579
"134",2,293,2,2.50406906761709,2.46165780750639,42638
"135",2,308,4,2.89248824820721,2.86490636391381,45682
"136",2,321,1,2.88606874550158,2.96085260916325,47855
"137",2,329,3,2.32805010007358,2.27089855861108,49050
"138",2,337,4,3.34871717369162,3.24890155162137,51060
"139",2,366,3,3.41895679565252,3.5391548157787,55165
"140",2,368,4,3.14399871334812,3.14893330807918,55455
"141",2,438,3,3.04254358837797,3.04053799005554,65095
"142",2,449,1,3.14070530790522,3.09466583258898,66823
"143",2,634,4,3.77663074502075,3.79785461020293,94442
"144",2,662,4,2.57595270596131,2.52980409065622,99268
"145",2,710,4,2.79978196598655,2.78974306394753,107580
"146",2,713,1,3.5389148681166,3.58364940250544,108875
"147",2,720,3,2.01890257594801,1.99460608869384,110263
"148",2,780,3,3.13452143557041,3.0598144071054,120923
"149",2,817,4,4.16457053079815,4.15053131696936,126427
"150",2,911,4,3.5292879579895,3.61903394635558,141276
"151",2,959,3,3.52735236708126,3.63868943857674,149091
"152",2,984,2,2.64379029103794,2.78509369396699,152747
"153",3,169,5,2.88740185231786,2.94730049035188,23423
"154",3,199,3,3.48299510243025,3.37023295455388,28999
"155",3,319,1,2.58626646088006,2.62681405859083,47132
"156",3,329,4,2.47399457069975,2.52002365192834,49051
"157",3,338,2,2.82667719212443,2.96690804919922,51267
"158",3,427,3,3.73812820506208,3.7481945748641,64029
"159",3,438,3,3.04743688830513,3.14127466199379,65096
"160",3,442,3,3.31540208067649,3.38039018287044,65860
"161",3,445,4,3.26354858405625,3.3627269210763,66437
"162",3,543,5,3.90108212943578,3.89692022521984,81385
"163",3,550,3,3.14580432062861,3.28373184670655,83752
"164",3,570,4,3.2711298998319,3.31891184301638,87152
"165",3,620,3,3.28819211776663,3.1768231860711,92483
"166",3,621,3,3.67714126461826,3.72992718818455,92664
"167",3,717,3,3.2742939607443,3.27100817275136,110025
"168",3,776,1,3.32080305115053,3.33500028574581,120092
"169",3,818,3,3.56920312679281,3.65400791698396,126816
"170",3,901,3,2.84665002345324,2.88252721127352,140449
"171",3,921,3,3.41145997568525,3.49636024168478,142670
"172",3,937,4,3.64775588083667,3.64471965080151,145666
"173",4,155,1,2.40240183597224,2.41943920220845,21104
"174",4,187,4,3.29826045531636,3.30912758944342,26219
"175",4,216,3,2.69950016192242,2.66818124248537,31669
"176",4,531,2,2.73976422529849,2.8274701664663,79021
"177",4,601,4,2.4723139686036,2.41888427734774,90506
"178",4,628,3,3.39368618683792,3.50984995291474,93645
"179",4,752,3,2.06876485870494,2.1395064761268,115753
"180",4,987,4,3.55571824042352,3.59704486626555,153591
"181",5,155,2,2.22130009259384,2.21932395268062,21105
"182",5,301,3,2.71661939765553,2.72492614045955,43766
"183",5,325,5,3.74985689948793,3.74160073576296,48300
"184",5,343,4,3.48411701319326,3.59811086249982,52002
"185",5,461,2,2.79056472969818,2.85465269000759,68481
"186",5,482,3,2.84332114909903,2.84248190033673,71683
"187",5,494,5,3.39743051619973,3.52605492480685,73032
"188",5,676,3,2.86848838353996,2.79193572184674,101218
"189",5,777,2,2.53788964484707,2.4681731034492,120203
"190",5,963,2,2.93807831932191,2.89958492847622,149425
"191",6,5,2,3.07890078696856,3.04860367714093,298
"192",6,36,5,4.57585910134211,4.4706660335836,5053
"193",6,48,4,3.49184439028663,3.42256830666199,6548
"194",6,52,5,3.3764005957265,3.3214614034304,7305
"195",6,93,4,3.25363251266031,3.1021782408545,12211
"196",6,123,5,4.02447020150552,3.84409733003613,15302
"197",6,147,3,3.77266297988604,3.70776653118087,18906
"198",6,151,4,4.26608032651794,4.1917137311561,20557
"199",6,169,1,4.65711705298994,4.52412589365213,23426
"200",6,181,4,3.86982063645416,3.7975823181193,25473
"201",6,190,5,4.16096911809857,4.09328091788259,26734
"202",6,295,5,3.58109455577474,3.56501434316368,43000
"203",6,306,4,3.78099924191244,3.78598448547884,45294
"204",6,398,4,3.64502633458392,3.53316015313379,58641
"205",6,402,4,3.82326135461512,3.72583833279779,59017
"206",6,406,3,3.71686838399631,3.65206366353133,59676
"207",6,426,5,3.93274378047653,3.90929161582374,63797
"208",6,482,5,3.65982631978075,3.61628287968035,71685
"209",6,524,5,3.74715945956288,3.67922273070971,77072
"210",6,543,5,4.31096188584653,4.2666369185242,81387
"211",6,571,4,3.82386845567124,3.82432589567989,87390
"212",6,623,4,4.15755099473613,4.09514100753087,92957
"213",6,640,4,4.1812319560405,4.27787628169394,95659
"214",6,652,2,3.47526136326547,3.41293915335811,97300
"215",6,674,2,4.59909778935629,4.51990109422179,101085
"216",6,692,5,4.06032467763672,3.9793563560378,104051
"217",6,710,4,4.25708241229338,4.09517336299829,107585
"218",6,712,3,4.26241822659432,4.13715496419721,108601
"219",6,716,5,4.22097370926089,4.19840165457029,109642
"220",6,737,4,3.66909817960322,3.6083757512795,113656
"221",6,752,2,3.03913422575191,3.00995121700343,115756
"222",6,781,5,4.04175188223388,3.86566697568457,121421
"223",6,785,3,3.28838260039075,3.26404643776709,121822
"224",6,795,3,3.43070969698914,3.52456917353788,123051
"225",6,819,2,3.76062037539226,3.61373676840571,126982
"226",6,854,3,2.87778339090053,2.89242722169431,131681
"227",6,887,4,2.80263110306064,2.86022158021114,137394
"228",6,922,4,3.40962181493037,3.36711849598502,142835
"229",6,929,5,3.68970151954951,3.66367485592783,144002
"230",6,935,2,3.88335366641274,3.7880271061584,145186
"231",6,970,4,3.63143859717914,3.46759510302096,150347
"232",6,971,4,3.33294045988627,3.24311407876574,150892
"233",6,990,3,4.42190532496176,4.35181676355849,153885
"234",6,996,4,4.13423450766687,4.01109532995779,154233
"235",7,26,4,3.40916088671038,3.35194979868908,3410
"236",7,34,3,3.34269156924594,3.32380816778856,4671
"237",7,36,4,3.59308716155241,3.64152632651334,5054
"238",7,48,4,2.9441260288235,2.94762678374765,6550
"239",7,62,3,3.27349030034315,3.3053260995129,9036
"240",7,137,3,3.25887490652037,3.3568477691806,17710
"241",7,148,3,3.89944678869186,4.00898166091879,19118
"242",7,151,2,3.31630048792112,3.36976276600823,20559
"243",7,156,5,4.07693658233983,4.09257997568965,21204
"244",7,157,3,3.05652738940758,3.17743277949908,21361
"245",7,192,3,2.44621102071189,2.38632249315406,26929
"246",7,214,2,3.08493772203045,3.02130616208074,31446
"247",7,268,4,3.42345559116417,3.38682320386774,39429
"248",7,331,3,3.01581367702631,3.05373585378054,49879
"249",7,396,2,3.31230209661827,3.31715840942531,58434
"250",7,461,4,3.80290503380105,3.80492191093483,68482
"251",7,550,3,3.19705813938237,3.24499368308779,83754
"252",7,721,4,3.22575538379054,3.30478753698256,110508
"253",7,724,3,3.43972712817737,3.5378746723228,111239
"254",7,727,3,3.41487133518753,3.4960445126354,111551
"255",7,795,4,2.6193869087031,2.68452477431741,123052
"256",7,805,5,3.96711398139642,3.92596373691255,125262
"257",7,839,4,3.33524508608341,3.39307081082671,129080
"258",7,877,3,2.95902225658827,2.97607295385367,135350
"259",9,65,5,3.80394162841635,3.89657407137681,9650
"260",9,149,3,3.24545598420532,3.25483242510948,19746
"261",9,192,1,2.54447193026606,2.37752942481615,26931
"262",9,199,3,2.74099890793272,2.54013925367444,29001
"263",9,302,1,2.16886756920297,2.00726807933629,44140
"264",9,549,3,2.92244499403899,2.91595777947749,82611
"265",9,550,3,3.05422743773794,3.0507436618601,83755
"266",9,970,2,3.08144711083583,3.0055175234874,150348
"267",9,999,4,2.17464747676593,2.18051378365965,154692
"268",10,13,3,3.01808987156867,3.01758893022547,1396
"269",10,18,5,3.48265155187257,3.49898891277858,2052
"270",10,48,4,3.33845739246088,3.25186908772421,6891
"271",10,143,4,3.6247790068169,3.59079807802218,18377
"272",10,147,4,3.69806457474401,3.63243808935067,19022
"273",10,148,4,3.89250862312739,3.83172055401984,19495
"274",10,152,4,3.94288830345523,4.05499326268816,21024
"275",10,174,3,3.65212068570647,3.57241840927978,24689
"276",10,199,4,3.45521264653039,3.34779805723093,29247
"277",10,237,4,3.90385783075154,3.81954487557944,35094
"278",10,245,3,2.5545835475582,2.5141457762618,36556
"279",10,249,5,3.85280183749642,3.99604079280888,37002
"280",10,268,4,4.01889039740361,4.04017948813745,39587
"281",10,271,4,3.64129462664198,3.62056603935882,40036
"282",10,308,3,3.21745964165728,3.15692888424288,45989
"283",10,377,3,3.21955575708445,3.19435218977156,56470
"284",10,461,2,3.02794152830565,3.00748562837522,68857
"285",10,482,4,3.02502623827049,2.97788486032039,72290
"286",10,509,3,2.91967941538161,2.88893426458143,75045
"287",10,533,5,3.57064070281756,3.46156874995653,80363
"288",10,560,4,3.83515951795914,3.82496564694274,85859
"289",10,649,4,4.11300115426159,4.10343431277447,96754
"290",10,652,3,3.12375729578164,3.05536729509876,97403
"291",10,654,3,3.59731797968999,3.55460754100958,97582
"292",10,660,3,2.74140121210876,2.72071028588005,99030
"293",10,692,4,3.63816641473055,3.65157555410097,104508
"294",10,698,2,3.13472731059441,3.13680298070957,105699
"295",10,716,4,3.7309361524478,3.76043847221487,109919
"296",10,735,4,3.61539030947832,3.54665759912153,113436
"297",10,780,5,3.54537541216772,3.46168043342881,121291
"298",10,810,3,3.47802116249237,3.41852341849059,125898
"299",10,839,4,3.50656830519303,3.43732153554018,129634
"300",10,940,3,3.2790007183336,3.24813299182097,146301
"301",11,31,3,3.92474911950218,3.91607140935497,4143
"302",11,34,4,3.65472662420828,3.64357362214255,4715
"303",11,88,4,4.29420402259677,4.31888241911326,11448
"304",11,111,4,3.68573637409902,3.71282229211497,13856
"305",11,123,4,3.29563364450379,3.31061570351046,15661
"306",11,143,3,3.68092856678859,3.60346450362895,18378
"307",11,192,2,3.20097440383729,3.17724008288798,27242
"308",11,193,3,3.682609769744,3.77134168202283,27590
"309",11,213,4,4.15374713847618,4.19012256468807,31433
"310",11,229,3,3.68187783663624,3.68489556311136,33978
"311",11,244,4,4.11439517455116,4.19990911944208,36046
"312",11,245,2,2.97414705515356,2.9488862974654,36560
"313",11,251,4,3.19852989678264,3.23938513847567,37108
"314",11,258,5,3.10326426432613,3.06696330656538,37763
"315",11,271,3,3.82052521903049,3.86241596371517,40039
"316",11,290,3,3.43708141841635,3.40703896870395,42467
"317",11,301,4,4.00035344804212,3.95816236057737,43971
"318",11,326,4,3.19383895011024,3.23348556562624,48576
"319",11,331,4,3.41505644994293,3.46576660909608,50216
"320",11,372,5,4.33898468682501,4.44288252148037,56111
"321",11,424,4,3.36092072661576,3.47750293052517,63285
"322",11,440,4,3.22397091030211,3.33781762719865,65787
"323",11,461,5,3.70255323277139,3.74982509554123,68859
"324",11,467,3,3.36458152449572,3.26807776920352,69647
"325",11,479,5,3.8880014882214,3.9163977425746,71326
"326",11,531,3,3.46391411491562,3.49768284470002,79664
"327",11,534,5,4.08317065632645,4.01729590564897,80572
"328",11,551,5,3.9010330814733,3.88325619813724,84849
"329",11,552,5,3.60421634111659,3.6584147259985,84992
"330",11,558,4,3.53097414977064,3.51700959238317,85659
"331",11,581,4,3.98418883996238,4.00684501047977,88164
"332",11,588,4,3.44226904688984,3.53856385611425,89371
"333",11,594,5,4.04100670387861,4.03198261388039,90171
"334",11,631,4,4.10797082317565,4.09831557536918,94289
"335",11,659,4,3.9799191218172,3.89824140629564,98457
"336",11,757,3,3.42244240931672,3.43412209423295,117659
"337",11,805,5,4.12120270432141,4.08335500080391,125321
"338",11,813,4,3.84940817835152,3.72690723783355,126139
"339",11,889,3,3.03912989936965,3.02624161386771,138716
"340",11,899,4,3.61267632024174,3.61742600850924,140343
"341",11,922,4,3.67320827553682,3.71135321625254,143083
"342",11,943,5,4.38907454823648,4.37233303382765,146442
"343",11,957,4,4.50298429054939,4.48421770965704,148841
"344",11,963,4,3.29611337130099,3.27099122829149,149728
"345",12,207,1,3.25189465085124,3.0680148695444,30940
"346",12,245,1,2.00215483282047,1.99777593378878,36562
"347",12,321,1,2.57722957297726,2.4161139891404,47989
"348",12,800,4,3.58149704696573,3.5084720326259,124320
"349",15,302,1,1.87478849205124,1.75658606567659,44611
"350",15,335,1,1.85745107075274,1.70986074443258,50891
"351",15,549,1,2.97398394728477,2.86741063601822,83450
"352",15,984,2,2.82394850791168,2.78129923699547,153264
"353",16,5,3,3.43093629260025,3.21727155857071,388
"354",16,26,4,3.40634193470954,3.31687897990171,3495
"355",16,62,4,3.53518758155448,3.5912485411348,9341
"356",16,187,4,4.02949638796092,4.09306022883807,26481
"357",16,199,3,4.03284585742008,4.00341716238448,29252
"358",16,245,3,2.96562441585371,3.01291755105559,36563
"359",16,308,3,3.52098543263904,3.47856840128832,45993
"360",16,321,4,3.77839736933251,3.78270830663647,47990
"361",16,331,5,4.22322461242391,4.08050806074379,50219
"362",16,352,5,4.14159356782072,4.11817698846032,53867
"363",16,368,5,4.53497105691433,4.42240492928618,55653
"364",16,493,4,4.1504378007882,4.17843743521279,72986
"365",16,498,4,4.00191667486067,3.99965010505723,73520
"366",16,524,5,4.43495517227151,4.35598154255783,77812
"367",16,549,5,4.62973330134531,4.48951241937137,83452
"368",16,550,4,4.22801713342479,4.2961699353991,84450
"369",16,571,4,3.99333430915046,4.02680360049641,87500
"370",16,577,5,4.55316866639101,4.61499417682897,87942
"371",16,593,3,3.78143774198428,3.7833057461633,90028
"372",16,601,5,3.68251024808904,3.71653678161314,90770
"373",16,651,4,3.76637402242153,3.78904301730832,97169
"374",16,660,4,3.51990057912507,3.5383810594032,99035
"375",16,698,5,3.81631853345474,3.79422949744689,105702
"376",16,711,4,3.83101444379844,3.77054465143213,108546
"377",16,818,4,4.10226497818063,4.13866919620414,126946
"378",16,854,3,3.22368225442838,3.21848480128995,132071
"379",16,855,4,3.5830572911421,3.66075256665471,132651
"380",16,881,5,3.60448890733565,3.54930170547258,136869
"381",16,911,4,3.77625265582294,3.82409078450647,141654
"382",16,981,4,3.6200456800147,3.58339220304964,152532
"383",16,996,4,3.98891139059575,3.96949551467541,154438
"384",17,6,4,4.09064065636945,4.10958733366283,502
"385",17,34,5,3.55733913330002,3.64828639152871,4717
"386",17,44,5,4.34782899524468,4.34763700727811,6034
"387",17,47,5,3.25669617440415,3.27979028446587,6497
"388",17,68,3,4.12824204823453,4.18957610878934,9892
"389",17,76,4,4.24595797096637,4.27142234324014,10635
"390",17,96,3,3.97243753803234,3.92927579766064,12589
"391",17,118,5,4.27512465081047,4.27329384478798,14883
"392",17,148,4,3.59784435128321,3.65668857270072,19505
"393",17,161,5,4.56556957676292,4.67125656856212,22033
"394",17,175,4,4.32348860044099,4.28335657088237,24941
"395",17,187,4,3.90340142952686,3.97064634964628,26484
"396",17,224,5,3.75164520758654,3.76406587595977,33164
"397",17,238,4,3.81612505084464,3.82878782308679,35323
"398",17,244,5,4.35851903434408,4.41472229054269,36048
"399",17,263,4,4.59494592306342,4.62457625455477,38627
"400",17,267,4,3.66863389052547,3.75047136650192,39374
"401",17,287,4,3.7074097446009,3.70320180898051,42285
"402",17,293,4,4.3035075780212,4.36379663440161,42822
"403",17,303,5,4.3342567693987,4.33592905598066,45024
"404",17,312,3,3.94058873163047,3.96942425274596,46611
"405",17,319,4,4.14151718438819,4.08738148843147,47565
"406",17,412,4,4.77713027053195,4.86364006990514,61342
"407",17,451,4,4.42345350056184,4.51518482210894,67084
"408",17,498,3,4.12110619736803,4.11342762398409,73521
"409",17,518,5,4.58780765377645,4.6546719572859,76427
"410",17,520,5,4.36982122798406,4.43596480696093,76779
"411",17,528,4,4.41042962584993,4.44222096003633,78640
"412",17,581,3,4.26703465227187,4.31738124685611,88165
"413",17,593,3,3.53525728151975,3.44462216739671,90029
"414",17,630,5,4.69575993652564,4.75587726263838,94015
"415",17,696,4,4.06364505561875,4.06969660911404,105250
"416",17,706,4,3.88335307893873,3.88550243160763,107376
"417",17,791,5,4.10350358881778,4.19807248829771,122681
"418",17,797,4,4.28098508452858,4.25719892380704,123722
"419",17,834,5,4.55470275749001,4.60583081536659,128700
"420",17,854,4,3.91032475138435,3.86346291562749,132073
"421",17,899,4,4.11305475587324,4.10883153123613,140346
"422",17,959,4,4.20762517897165,4.2556194298774,149161
"423",18,166,3,3.40673535970025,3.39852626065349,23163
"424",18,195,4,3.62255315245451,3.59199211929895,28271
"425",18,296,1,2.76156204684791,2.93575003473348,43251
"426",18,601,3,2.98712784825497,3.11968449523394,90772
"427",18,710,4,3.25792539867742,3.2423932342601,108255
"428",18,752,4,1.88680376301969,1.8698058726437,116531
"429",18,802,4,3.5141286862919,3.54484823296772,125051
"430",18,970,2,2.74781128607864,2.81927665124038,150758
"431",19,90,4,2.39828132862244,2.48030489119765,11648
"432",19,162,5,3.21673782014521,3.37317633111759,22205
"433",19,166,3,2.62090419423876,2.58616667991675,23164
"434",19,202,2,2.84426384402901,2.77914353796781,29939
"435",19,343,3,3.49485570968333,3.53295089010518,52195
"436",19,368,3,3.12343761104793,3.12157413799827,55656
"437",19,403,3,2.98899154684434,2.97205997412983,59461
"438",19,438,1,2.30012488736061,2.30457700320878,65539
"439",19,476,4,3.05306406037494,3.07987268604319,70906
"440",19,482,4,2.43352381431617,2.39384360338335,72299
"441",19,662,3,2.28168408716202,2.2329050606221,99353
"442",19,770,2,2.68690991616291,2.48239440588701,119478
"443",19,870,3,2.39798490779502,2.54009207456706,134770
"444",19,881,3,2.55347470178849,2.40001431768549,136872
"445",19,888,2,3.18936425693018,3.15337810142165,137543
"446",19,913,1,2.59909469382231,2.57781118405572,141869
"447",19,984,1,2.39796679053873,2.4751415823542,153265
"448",20,163,2,2.40690260979412,2.20996337055774,22627
"449",20,167,3,2.77418777844089,2.6404920665503,23354
"450",20,195,4,2.97168016377268,2.86644116670447,28294
"451",20,202,1,2.32997771087992,2.26623341506358,29958
"452",20,368,3,3.25730317066708,3.17117061785807,55666
"453",20,718,2,3.73061632275686,3.52424706839824,110191
"454",20,778,2,2.90839875535633,2.73760177007496,120808
"455",21,23,4,4.09860442054181,4.01707602254541,2967
"456",21,31,3,3.56199144703466,3.54258319306256,4149
"457",21,36,5,4.12469122409377,4.05753573425737,5161
"458",21,48,3,3.43746847629561,3.33559512713789,6928
"459",21,49,3,3.72154539503981,3.69258369870696,7172
"460",21,53,4,4.43453824877546,4.41420863106451,7835
"461",21,60,3,3.30420385589132,3.35730335885227,8963
"462",21,82,3,4.26442560197861,4.19634455900123,11098
"463",21,91,5,4.39442927147345,4.38495815617653,11755
"464",21,93,3,3.32178974145204,3.30059675430372,12348
"465",21,132,3,3.68616869811007,3.63517423570927,16873
"466",21,147,4,3.66725775095418,3.64114167105098,19030
"467",21,149,5,4.03930121750069,3.98882615577023,20090
"468",21,155,3,3.30865173293913,3.24991417983392,21175
"469",21,156,5,4.04347172802961,4.11639899656952,21302
"470",21,163,3,3.10984401721557,2.97863043111883,22628
"471",21,187,4,3.98659118449404,4.05576793408368,26496
"472",21,210,2,4.40288565371546,4.45209009846471,31241
"473",21,216,3,3.1803079656597,3.08663992525472,32196
"474",21,230,3,3.99107548043189,3.98573560269445,34149
"475",21,245,4,2.33451554073799,2.31847795790881,36591
"476",21,255,4,3.6636434654657,3.72116328114831,37430
"477",21,274,4,4.57945727399057,4.54599976627516,40919
"478",21,308,3,3.41354526606007,3.33986076739952,46010
"479",21,321,4,2.97684915709673,3.02785739114729,47998
"480",21,323,4,3.92524877826243,3.8703458781809,48179
"481",21,337,3,3.87025606868442,3.87013980351254,51190
"482",21,350,3,3.83794112214436,3.82150634097272,53193
"483",21,368,5,4.1814857552521,4.09330146590056,55667
"484",21,374,5,4.33723627933908,4.37675976399983,56211
"485",21,392,4,3.52068296849249,3.45159087020792,58136
"486",21,398,4,4.23486816602228,4.13559686506661,58783
"487",21,402,4,3.96704872571879,3.86976363079642,59186
"488",21,453,4,3.61741501668288,3.56865938409445,67560
"489",21,462,3,3.63737373854557,3.66212725832971,69116
"490",21,497,4,3.07980655995387,3.29793028119823,73393
"491",21,509,3,3.41606355460823,3.33390696833596,75059
"492",21,515,3,3.7608066862173,3.65730851601108,75745
"493",21,528,4,3.63024939588874,3.59332035566883,78653
"494",21,539,4,3.61420463962808,3.59511334944578,81074
"495",21,558,3,3.11332163795075,3.07890183100541,85667
"496",21,581,4,3.98746851584395,4.03742324265722,88167
"497",21,598,4,3.5259511868207,3.48063768942844,90442
